,noaa,number,hpc_x,hpc_y,classification,hale_classification,numspots
2003-01-28,"10266,10272,10271,10270,10268,10269,10267,10273",8,"586.8528,-184.9884,558.9804,747.75,778.452,33.91566,208.2018,300.8052","-279.3396,-41.1567,-5.634804,11.3496,320.0184,-22.37154,-227.64,193.6614","EAO,BXO,DAO,CSO,CAO,DSO,CSO,CSO","BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA","15,7,6,3,5,3,7,8"
2003-01-29,"10268,10274,10273,10272,10271,10270,10269,10267,10266",9,"891.894,-917.664,529.8162,33.97878,733.614,883.626,267.1692,434.283,752.04","296.6952,-69.708,183.7884,-3.939384,-37.50234,-9.3915,-41.81298,-234.7482,-279.489","HRX,HAX,DSO,DRO,CSO,HRX,CSO,HSX,DSO","ALPHAGAMMA,ALPHAGAMMA,BETAAGAMMA,BETAAGAMMA,BETAAGAMMA,ALPHAGAMMA,BETAAGAMMA,ALPHAGAMMA,BETA-GAMMA","3,1,11,8,7,2,3,2,6"
2003-01-30,"10271,10275,10274,10273,10272,10270,10269,10268,10267,10266",10,"857.4,133.7184,-813.078,687.342,251.9178,954.882,470.7426,936.198,556.4238,844.824","-55.06698,-88.815,-64.6014,171.6912,-5.944836,-48.75,-32.04456,260.9526,-241.4406,-313.1568","DAO,CAO,HSX,DSO,DAO,HSX,CSO,CSO,HSX,DAO","BETAAGAMMA,BETAAGAMMA,ALPHAGAMMA,BETAAGAMMA,BETAAGAMMA,ALPHAGAMMA,BETAAGAMMA,BETAAGAMMA,ALPHAGAMMA,BETAAGAMMA","7,2,1,20,25,1,4,3,3,7"
2003-01-31,"10272,10271,10269,10267,10266,10274,10273",7,"515.4324,948.552,685.956,736.194,903.252,-685.956,832.344","-16.53774,-80.568,-47.6676,-224.73,-336.0186,-47.6676,153.1416","DSO,HSX,HSX,BXO,HSX,HSX,DAO","BETAAGAMMA,ALPHAGAMMA,ALPHAGAMMA,BETAAGAMMA,ALPHAGAMMA,ALPHAGAMMA,BETAAGAMMA","12,1,1,9,1,1,10"
2003-02-01,"10267,10274,10273,10269,10272,10266,10271",7,"856.974,-514.3368,925.662,832.314,676.296,905.622,970.062","-227.6472,-32.50968,147.7734,-49.23936,-11.52858,-355.3338,-86.1882","AXX,HSX,CAO,HSX,DSO,HAX,HAX","ALPHAGAMMA,ALPHAGAMMA,BETAAGAMMA,ALPHAGAMMA,BETAAGAMMA,ALPHAGAMMA,ALPHAGAMMA","1,1,10,1,8,3,2"
2003-02-02,"10276,10272,10269,10274,10273",5,"-921.066,815.718,922.458,-300.0324,965.412","-230.1996,-28.60686,-69.6822,-20.91132,123.3852","DAO,DAO,CAO,HSX,CAO","BETAA,BETA,BETA,ALPHA,BETA","7,9,2,4,3"
2003-02-03,"10274,10272,10269,10276",4,"-84.7956,919.818,964.434,-864.78","1.974348,-33.76722,-110.8152,-193.4934","DSO,DAO,HAX,EAI","BETAA,BETAA,ALPHA,BETAA","5,7,1,8"
2003-02-04,"10276,10274,10272",3,"-766.356,152.4258,970.098","-174.6036,19.29342,-62.0352","EAI,DSO,HRX","BETAA,BETAA,ALPHA","25,13,1"
2003-02-05,"10278,10277,10276,10274",4,"-891.966,-837.252,-611.856,364.8474","353.6922,-290.856,-138.786,13.95054","DSO,BXO,EAI,DSO","BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,BETAA","6,2,20,9"
2003-02-06,"10277,10279,10278,10276,10274",5,"-741.936,-33.60768,-835.416,-432.327,585.6912","-272.2716,-62.568,358.4442,-124.8828,1.139298","BXO,BXO,DSO,EAI,DSO","BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA","2,4,6,21,6"
2003-02-07,"10274,10281,10280,10279,10278,10277,10276",7,"744.858,-904.236,-469.1082,198.0384,-740.97,-609.3,-246.5148","-14.90664,-203.4864,-40.8564,-114.7344,361.7898,-221.7948,-116.025","DSO,HSX,DSO,BXO,DAO,BXO,EAI","BETA-GAMMA,ALPHAGAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA","3,1,5,7,16,7,26"
2003-02-08,"10280,10283,10282,10281,10277,10276,10274,10278",8,"-267.3888,-768.768,-547.8492,-819.516,-390.4104,16.62258,865.458,-596.715","-13.50348,84.4566,289.7112,-181.2408,-221.9286,-111.4176,-34.8576,379.68","DSO,CSO,BXO,HAX,HRX,ESI,CSO,DAO","BETA-GAMMA,BETAAGAMMA,BETAAGAMMA,ALPHAGAMMA,BETA-GAMMA,BETA-GAMMA,BETAAGAMMA,BETA-GAMMA","9,3,4,1,1,31,3,21"
2003-02-09,"10285,10284,10283,10280,10279,10278,10277,10276,10274,10281",10,"-926.532,231.1932,-601.014,0.0,547.8792,-407.124,-266.6856,230.3496,941.382,-684.066","-139.8828,307.005,104.193,-8.2992,-112.9644,394.5006,-248.9298,-113.6034,-57.70896,-143.1942","HSX,CRO,DAO,DSO,BXO,DSO,CRO,ESO,DSO,HSX","ALPHA,BETAA,BETAA,BETA,BETA,BETA,BETA,BETA,BETA,ALPHA","1,4,5,9,3,14,8,14,3,1"
2003-02-10,"10276,10278,10286,10285,10284,10283,10277,10274,10282,10281,10280",11,"418.8144,-194.1996,280.398,-867.048,417.0924,-412.791,-96.5682,966.894,-133.467,-513.6864,218.1594","-103.509,388.209,-80.2788,-138.489,316.0476,101.2674,-210.9108,-76.5084,293.8248,-160.5744,-10.19664","EAC,DAO,CSO,HAX,CSO,DSO,DSO,HSX,AXX,HSX,DSO","BETAA,BETAA,BETAA,ALPHA,BETAA,BETAA,BETAA,ALPHA,ALPHA,ALPHA,BETAA","28,13,5,1,4,13,8,1,2,1,8"
2003-02-11,"10285,10286,10283,10282,10278,10277,10276,10280,10284,10281",10,"-744.06,504.114,-219.7164,100.227,32.41518,112.5678,595.974,456.6936,621.066,-324.138","-115.3812,-125.1264,126.6846,295.1064,406.8222,-210.201,-149.6706,14.51022,316.8468,-132.0168","CAO,BXO,DSO,AXX,DAO,DSO,DSO,DSO,AXX,HSX","BETAA,BETAA,BETAA,ALPHA,BETAA,BETAA,BETAA,BETAA,ALPHA,ALPHA","2,3,5,2,11,12,16,9,1,2"
2003-02-12,"10277,10285,10284,10282,10280,10278,10276,10281,10283",9,"332.8122,-589.7802,808.368,313.062,649.284,255.9264,735.336,-114.9834,0.0","-198.9534,-97.2252,259.9386,274.0602,-17.49894,403.3566,-165.1206,-142.2732,113.5146","DSO,CAO,AXX,HRX,DSO,CSO,DSO,HSX,DSO","BETAA,BETAA,ALPHA,ALPHA,BETAA,BETAA,BETAA,ALPHA,BETAA","11,2,1,4,8,7,4,2,5"
2003-02-13,"10285,10282,10281,10280,10278,10277,10276,10283",8,"-404.9994,509.2386,98.6052,794.082,449.8818,518.9778,849.546,219.672","-83.3292,263.6772,-141.2088,-36.10086,394.443,-209.4144,-185.5446,111.3804","CSO,DAO,HSX,CRO,HSX,DSO,CSO,CSO","BETAA,BETAA,ALPHA,BETAA,ALPHA,BETAA,BETAA,BETAA","2,9,1,5,2,9,6,5"
2003-02-14,"10285,10283,10282,10281,10280,10278,10277,10276",8,"-199.2726,427.8504,678.936,306.9924,897.804,620.442,678.186,919.914","-74.5008,103.3992,248.1504,-145.8096,-58.3086,380.3976,-224.6544,-208.7208","CAO,AXX,DSO,HSX,CSO,HSX,BXO,CAO","BETAA,ALPHA,BETAA,ALPHA,BETAA,ALPHA,BETAA,BETAA","3,3,11,1,4,1,5,5"
2003-02-15,"10283,10281,10287,10285,10282,10278,10277,10276",8,"613.746,499.3662,730.164,16.72566,813.438,758.82,802.254,942.966","89.9244,-155.8998,273.864,-71.2812,228.2448,361.9056,-243.9144,-233.4486","CSO,HSX,CRO,CAO,DSO,CAO,CRO,DAO","BETAA,ALPHA,BETAA,BETAA,BETAA,BETAA,BETAA,BETAA","4,1,4,4,7,5,4,4"
2003-02-16,"10287,10288,10285,10283,10282,10281,10278",7,"848.37,-904.944,231.7698,767.772,905.898,665.778,857.964","252.5454,235.9092,-73.9122,71.6142,204.9702,-170.9994,339.8976","HAX,HSX,BXO,CRO,DAO,HSX,AXX","ALPHA,ALPHA,BETAA,BETAA,BETAA,ALPHA,ALPHA","4,1,8,5,3,3,2"
2003-02-17,"10288,10285,10282",3,"-819.132,433.1484,944.688","243.5166,-99.243,200.0364","DSO,CSO,CAO","BETAA,BETAA,BETAA","4,4,3"
2003-02-18,10288,1,-661.95,283.839,DSO,BETAA,6
2003-02-19,"10289,10290,10288",3,"753.072,-669.864,-505.1574","255.8046,361.1154,299.2524","CAO,CRO,DSO","BETAA,BETAA,BETAA","7,4,10"
2003-02-20,"10290,10289,10288",3,"-477.2088,877.422,-245.8446","395.676,198.6342,329.565","DSO,DKO,HSX","BETA-GAMMA,BETAA,ALPHA","13,10,4"
2003-02-21,"10290,10289,10288",3,"-287.9658,944.55,-16.57638","391.3422,185.6856,333.9804","EAI,DAO,CSO","BETA-GAMMA,BETA-GAMMA,BETA-GAMMA","22,8,6"
2003-02-22,"10291,10290,10288,10289",4,"-46.95498,-81.2166,164.883,958.002","-267.7062,396.9432,332.5974,148.5462","CSO,EKI,CSO,DSO","BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA","7,29,6,5"
2003-02-23,"10291,10290,10288",3,"124.8306,96.8442,428.9766","-268.1136,412.5288,337.77","CSO,EKI,HSX","BETA-GAMMA,BETA-GAMMA,ALPHA","3,19,1"
2003-02-24,"10290,10288",2,"331.854,606.882","405.711,323.2302","EKI,HSX","BETA-GAMMA,ALPHAGAMMA","20,1"
2003-02-25,"10288,10290",2,"759.576,504.0096","318.2418,394.851","HSX,EAI","ALPHAGAMMA,BETA-GAMMA","1,23"
2003-02-26,"10292,10290,10288",3,"233.289,676.158,852.654","-17.78784,376.683,312.8844","DAO,EAO,HSX","BETAAGAMMA,BETAAGAMMA,ALPHAGAMMA","7,10,1"
2003-02-27,"10292,10288,10290",3,"452.4246,920.592,799.824","-27.99468,283.4004,355.4622","CSO,HSX,DAO","BETAAGAMMA,ALPHAGAMMA,BETAAGAMMA","7,1,7"
2003-02-28,"10295,10294,10293,10292,10290,10288",6,"-831.966,-644.256,-398.1588,645.738,890.916,937.374","-264.981,-44.59176,-243.6114,-27.69366,327.24,224.2254","CAO,CAO,BXO,CSO,CAO,HSX","BETAAGAMMA,BETAAGAMMA,BETAAGAMMA,BETAAGAMMA,BETAAGAMMA,ALPHAGAMMA","3,6,3,3,6,1"
2003-03-01,"10295,10294,10293,10290,10292,10296",6,"-760.866,-468.0318,-299.4822,920.988,817.386,-907.164","-214.8426,-11.5899,-205.035,298.9452,-53.28384,234.861","CSO,DSO,DSO,HSX,AXX,DHO","BETAAGAMMA,BETAAGAMMA,BETAAGAMMA,ALPHAGAMMA,ALPHAGAMMA,BETAAGAMMA","4,6,3,1,1,2"
2003-03-02,"10294,10297,10296,10293,10295",5,"-249.9066,-862.686,-838.05,-32.47014,-609.72","-0.3289434,-203.0772,256.1832,-165.2616,-193.677","BXO,BXO,DKO,BXO,HSX","BETA,BETAA,BETAA,BETA,ALPHA","6,5,8,3,1"
2003-03-03,"10295,10297,10296,10294,10292",5,"-419.7558,-773.61,-708.348,0.0,942.546","-194.2914,-199.7388,264.117,3.971244,-129.4548","HSX,DSO,EHO,HSX,DSO","ALPHA,BETAA,BETAA,ALPHA,BETAA","1,4,7,1,4"
2003-03-04,"10300,10299,10298,10297,10296,10295,10294,10292",8,"-851.388,-694.488,-297.5214,-636.732,-546.96,-223.7022,217.1046,955.35","312.8862,281.8656,-18.81408,-179.5116,282.3432,-184.9596,0.97698,-154.4034","AXX,CAO,DSO,DAO,DKI,CSO,BXO,DAO","ALPHAGAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,BETAA,BETAA,BETAA","1,3,5,4,20,6,12,5"
2003-03-05,"10298,10296,10301,10300,10299,10297,10295,10294,10302",9,"-66.984,-341.832,-532.7664,-744.762,-531.2316,-438.501,-16.1361,421.8546,-809.37","-30.04596,296.2554,437.649,336.0588,299.6592,-161.6646,-181.4076,-25.06572,367.398","DSO,DKI,CRO,HSX,CSO,DSO,CAO,DSO,HSX","BETA-GAMMA,BETA-GAMMA,BETAAGAMMA,ALPHAGAMMA,BETA-GAMMA,BETA-GAMMA,BETAAGAMMA,BETAAGAMMA,ALPHAGAMMA","7,23,4,1,4,4,7,6,1"
2003-03-06,"10297,10302,10301,10300,10299,10298,10296,10295",8,"-211.1664,-702.57,-337.2918,-574.4676,-325.0008,133.9524,-132.7524,192.1632","-134.1006,387.6636,466.2174,358.2048,313.0416,-13.91568,303.1248,-183.8268","DSO,CRO,DAO,HRX,CRO,DRO,DKI,DAO","BETA-GAMMA,BETAAGAMMA,BETAAGAMMA,ALPHAGAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,BETAAGAMMA","5,3,9,1,7,5,22,6"
2003-03-07,"10302,10301,10300,10299,10297,10296,10295,10294",8,"-523.0668,-125.3124,-392.4048,-98.9406,0.0,82.8192,390.3822,772.74","423.5382,473.4036,387.8022,335.577,-131.0352,319.8288,-192.0852,-96.2226","CRO,DAO,AXX,CRO,DAO,DKI,DAO,AXX","BETAAGAMMA,BETAAGAMMA,ALPHAGAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,BETAAGAMMA,ALPHAGAMMA","2,8,2,15,6,14,4,1"
2003-03-08,"10306,10305,10304,10303,10302,10301,10300,10297,10296,10295,10299",11,"-935.646,-408.678,260.8656,674.724,-356.391,78.4578,-225.8052,195.96,292.3644,571.3968,131.142","113.1246,-259.5942,-101.9646,-217.9788,435.2634,473.9454,379.7724,-116.7966,330.2118,-189.2058,350.7978","HHX,DSO,DSO,CSO,CAO,DAO,BXO,CSO,DKO,CSO,DSO","ALPHAGAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,BETAAGAMMA,BETA-GAMMA","1,6,12,3,5,12,3,5,17,3,14"
2003-03-09,"10304,10307,10306,10305,10303,10302,10299,10296,10295,10297,10301,10308",12,"458.5284,30.45786,-859.812,-217.7946,798.114,-158.391,337.515,486.9498,720.576,398.0916,278.0514,-925.692","-112.293,-312.2706,138.9996,-250.6704,-238.9422,442.6188,343.8258,318.735,-207.6282,-125.3244,468.5544,164.8914","DAO,BXO,HHX,DSO,BXO,BXO,BXO,DKO,BXO,BXO,DAO,HAX","BETA-GAMMA,BETAAGAMMA,ALPHAGAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,BETA,BETA-GAMMA,BETA-GAMMA,ALPHAGAMMA","11,3,1,13,2,5,13,14,2,8,10,1"
2003-03-10,"10309,10311,10310,10307,10306,10305,10304,10302,10301,10299,10297,10296,10308",13,"939.018,-659.094,703.308,240.4566,-706.314,0.0,649.242,63.6144,476.4822,539.781,594.7872,670.518,-838.848","110.9592,-182.0982,-188.0502,-316.4268,166.8132,-247.3644,-95.8428,443.9064,456.4704,329.9022,-123.9114,284.4402,192.3078","DSO,CSO,CSO,AXX,DKO,DAO,DAO,BXO,CSO,CRO,CAO,DKO,CAO","BETAAGAMMA,BETAAGAMMA,BETAAGAMMA,ALPHAGAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,BETAAGAMMA","5,4,6,2,7,17,19,2,5,7,6,11,3"
2003-03-11,"10301,10305,10312,10311,10306,10304,10302,10300,10299,10297,10296,10310,10308,10309",14,"635.25,202.4148,404.952,-494.1234,-540.279,788.394,266.5116,408.7194,698.7,744.03,803.31,821.904,-713.172,962.466","440.0358,-250.3092,259.8576,-165.7236,184.6722,-116.451,438.8544,370.6956,311.7348,-143.0868,262.9206,-209.7966,214.6212,83.5356","BXO,DSO,AXX,DAO,CKO,DAO,CAO,BXO,CSO,AXX,CHO,BXO,HAX,HSX","BETAAGAMMA,BETAAGAMMA,ALPHAGAMMA,BETAAGAMMA,BETAAGAMMA,BETAAGAMMA,BETAAGAMMA,BETAAGAMMA,BETAAGAMMA,ALPHAGAMMA,BETA-GAMMA,BETAAGAMMA,ALPHAGAMMA,ALPHAGAMMA","4,15,1,12,8,13,4,6,4,1,2,2,1,1"
2003-03-12,"10296,10312,10311,10306,10305,10308,10302,10300,10304",9,"894.57,589.449,-303.6294,-346.3248,394.2216,-550.68,455.475,586.2786,886.764","238.2228,245.2608,-154.476,197.2692,-258.87,232.7034,428.0808,356.0082,-140.388","HHX,AXX,DAI,DKO,BXO,HSX,CRO,DAO,DSO","ALPHAGAMMA,ALPHAGAMMA,BETAAGAMMA,BETAAGAMMA,BETAAGAMMA,ALPHAGAMMA,BETAAGAMMA,BETAAGAMMA,BETAAGAMMA","1,1,16,6,5,2,3,9,9"
2003-03-13,"10311,10308,10306,10304,10300,10297,10296",7,"-82.7106,-342.2412,-134.268,939.06,723.324,934.386,941.244","-81.5106,278.9208,220.4616,-207.3744,338.2662,-162.3006,209.5782","DSO,HRX,DKO,HSX,CAO,AXX,HHX","BETAAGAMMA,ALPHAGAMMA,BETAAGAMMA,ALPHAGAMMA,BETAAGAMMA,BETAAGAMMA,ALPHAGAMMA","12,1,8,6,9,2,1"
2003-03-14,"10300,10306,10313,10308,10311",5,"842.532,83.895,0.0,-99.8262,132.0366","313.6632,237.3258,612.306,285.9888,-82.4388","HAX,CKO,CSO,BXO,DAO","ALPHAGAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA","1,15,8,2,12"
2003-03-15,"10314,10313,10311,10308,10306,10300",6,"0.0,196.5072,353.8242,115.9758,313.2306,912.108","-115.221,621.816,-106.9596,301.518,230.8386,298.1718","DSO,DAO,DAO,BXO,DKO,AXX","BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,ALPHAGAMMA","14,6,13,3,16,2"
2003-03-16,"10313,10315,10314,10311,10308,10306",6,"355.8816,927.414,228.4836,556.8798,326.3748,523.5972","614.004,83.2992,-102.1782,-104.322,278.664,217.5684","DSO,AXX,EAO,CAO,CRO,DKO","BETA-GAMMA,ALPHAGAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA","4,2,27,11,5,15"
2003-03-17,"10315,10314,10313,10311,10306,10308",6,"961.998,412.0386,499.4574,729.954,677.616,517.6524","41.77092,-127.6002,602.16,-90.6378,217.8066,282.3306","AXX,EKI,DAO,CAO,DKO,BXO","ALPHAGAMMA-DELTA,BETA-GAMMA-DELTA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA","2,31,5,7,12,4"
2003-03-18,"10313,10311,10306,10314",4,"668.424,855.408,832.47,585.5166","541.8624,-114.8712,159.7608,-175.215","AXX,HRX,DKO,EKI","ALPHAGAMMA-DELTA,ALPHAGAMMA-DELTA,BETA-GAMMA-DELTA,BETA-GAMMA-DELTA","3,2,8,27"
2003-03-19,"10314,10311,10306,10316",4,"732.426,916.14,911.322,-863.208","-193.8906,-170.9826,153.2856,-151.899","EKI,HRX,DKO,CRO","BETA-GAMMA-DELTA,ALPHAGAMMA-DELTA,BETA-GAMMA-DELTA,BETA-GAMMA-DELTA","16,2,3,3"
2003-03-20,"10306,10316,10314",3,"953.952,-745.086,859.632","137.2284,-127.9218,-168.5664","CKO,CSO,EKI","BETA-GAMMA-DELTA,BETA-GAMMA-DELTA,BETA-GAMMA-DELTA","3,3,17"
2003-03-21,"10317,10316,10314",3,"-50.53788,-580.1664,925.446","185.0184,-125.0556,-195.3552","CSO,HSX,EAO","BETAAGAMMA-DELTA,ALPHAGAMMA-DELTA,BETA-GAMMA-DELTA","4,1,10"
2003-03-22,"10317,10316,10314",3,"200.6916,-386.2548,936.138","182.0106,-77.5386,-223.014","AXX,HSX,EAO","ALPHAGAMMA-DELTA,ALPHAGAMMA-DELTA,BETA-GAMMA-DELTA","2,1,7"
2003-03-23,"10318,10317,10316",3,"-891.078,407.688,-181.2048","-232.8762,172.9446,-70.227","CAO,BXO,CSO","BETA,BETA,BETA","4,3,3"
2003-03-24,"10319,10318,10316",3,"-751.11,-822.924,33.1359","283.806,-195.1434,-68.7756","CAO,CAO,CRO","BETA,BETA,BETA","5,6,2"
2003-03-25,"10320,10321,10318,10319",4,"-117.3792,-938.688,-703.788,-604.812","198.315,107.2848,-174.6906,302.1108","DSO,DAO,CAO,DSO","BETA,BETA,BETA,BETA","5,3,7,9"
2003-03-26,"10323,10322,10321,10320,10319,10318",6,"-784.41,866.238,-870.36,100.6488,-427.287,-548.3442","-51.2454,344.9448,131.814,197.8266,315.7338,-158.1918","CSO,HSX,DKO,BXO,DSI,DSO","BETAA,ALPHA,BETA,BETA,BETA,BETA","2,1,8,5,10,3"
2003-03-27,"10323,10322,10321,10320,10319,10318",6,"-628.578,907.38,-746.814,329.1456,-211.7376,-349.5534","-31.11918,318.5136,155.1516,190.7718,324.4644,-145.7364","DSO,HAX,DKI,HSX,DAI,DAO","BETAAGAMMA,ALPHAGAMMA,BETA-GAMMA,ALPHA,BETAA,BETAA","7,2,15,5,17,10"
2003-03-28,"10325,10324,10323,10321,10319,10320,10318",7,"-926.928,-858.612,-449.94,-537.7098,16.4244,523.7388,-145.9692","217.9176,-222.8472,-17.22336,177.405,326.5464,178.5036,-139.7724","HHX,DAO,CSO,EAC,DKI,BXO,DRO","ALPHAGAMMA-DELTA,BETA-GAMMA-DELTA,BETA-GAMMA-DELTA,BETA-GAMMA-DELTA,BETA-GAMMA,BETA-GAMMA,BETAAGAMMA","1,5,8,29,30,6,7"
2003-03-29,"10323,10326,10325,10324,10321,10320,10319,10318",8,"-182.0046,-905.124,-853.758,-747.06,-345.1458,712.644,291.7998,97.5096","-40.54554,-168.4206,245.4138,-165.7968,172.029,175.1364,304.356,-139.7526","DSO,HSX,HHX,DAO,EAC,CSO,EKI,DSO","BETA-GAMMA-DELTA,ALPHAGAMMA-DELTA,ALPHAGAMMA-DELTA,BETA-GAMMA-DELTA,BETA-GAMMA-DELTA,BETA-GAMMA-DELTA,BETA-GAMMA-DELTA,BETAAGAMMA-DELTA","12,1,1,3,38,11,32,11"
2003-03-30,"10324,10321,10325,10323,10320,10319,10318,10326",8,"-613.938,-183.7566,-759.498,16.68714,851.634,471.8208,320.3286,-828.66","-149.7444,176.6442,279.3384,-22.47438,166.947,294.1026,-129.7542,-164.0532","BXO,DAI,HAX,DSI,CSO,CAO,DAO,HSX","BETA,BETA,ALPHA,BETA,BETA,BETA,BETA,ALPHA","3,17,1,20,6,13,14,1"
2003-03-31,"10325,10324,10323,10321,10320,10319,10318,10326",8,"-603.756,-367.3506,247.3596,50.32086,919.602,628.434,525.5136,-708.696","298.3182,-115.8828,-27.04566,194.2038,130.266,295.809,-125.7402,-144.3594","HKX,ESO,DAI,EHI,CAO,EAO,DAI,HSX","ALPHAGAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,BETAA,ALPHAGAMMA","5,11,24,25,4,11,14,2"
2003-04-01,"10328,10327,10325,10324,10323,10321,10319,10318,10326",9,"-233.0976,199.1166,-413.4876,-98.6598,463.014,264.4524,786.726,708.492,-497.901","56.72064,-9.7203,296.1012,-91.989,-37.84428,205.6182,273.561,-144.897,-124.3992","AXX,BXO,DHO,CAO,EKI,EAI,DAO,DAO,HSX","ALPHAGAMMA,BETAAGAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,BETAAGAMMA,BETAAGAMMA,ALPHAGAMMA","1,4,9,9,21,17,5,8,1"
2003-04-02,"10324,10321,10328,10327,10325,10323,10319,10318,10326",9,"131.787,464.8164,-32.80386,405.294,-228.198,650.718,903.87,852.954,-336.7482","-76.5498,195.2034,-109.089,-1.59174,302.9862,-54.10542,227.9676,-153.6546,-116.0682","DAO,DAO,HSX,DAO,CKO,EAC,HAX,CRO,HSX","BETA-GAMMA,BETAAGAMMA,BETAAGAMMA,BETAAGAMMA,BETA-GAMMA,BETA-GAMMA,ALPHAGAMMA,BETAAGAMMA,ALPHAGAMMA","11,16,4,3,8,22,2,4,1"
2003-04-03,"10328,10327,10326,10325,10324,10323,10321,10319,10318",9,"212.1792,590.9208,-148.0878,-82.7616,337.9584,791.976,614.562,938.43,908.646","-95.8986,1.587162,-77.7318,272.7204,-100.2054,-56.4984,198.9852,202.0116,-189.3618","AXX,CRO,HSX,EHI,DAO,EAI,DAO,HSX,HRX","ALPHAGAMMA,BETAAGAMMA,ALPHAGAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,BETAAGAMMA,ALPHAGAMMA,ALPHAGAMMA","5,6,2,21,22,26,14,2,1"
2003-04-04,"10329,10327,10326,10325,10324,10323,10321,10330",8,"-297.8148,766.71,66.0186,148.0158,542.3988,896.532,770.85,-916.71","118.839,-2.342274,-77.6304,286.8966,-96.3648,-80.0598,195.4758,145.653","CSO,CAO,CSO,DKO,DAI,EAO,DAO,HHX","BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,BETAAGAMMA,BETAAGAMMA,ALPHAGAMMA","4,6,4,11,21,16,11,1"
2003-04-05,"10330,10329,10327,10326,10325,10324,10323,10321",8,"-842.538,-67.1916,926.874,276.5736,383.2356,668.136,951.222,882.324","165.8988,139.494,-74.2794,-82.9008,294.0624,-108.7974,-110.739,172.2732","HHX,CSO,AXX,HSX,CKO,DAC,CSO,DAI","ALPHAGAMMA-DELTA,BETAAGAMMA-DELTA,ALPHAGAMMA-DELTA,ALPHAGAMMA-DELTA,BETA-GAMMA-DELTA,BETA-GAMMA-DELTA,BETAAGAMMA,BETAAGAMMA","1,2,2,2,7,34,7,13"
2003-04-06,"10331,10330,10325,10324,10321,10326",6,"149.6088,-720.588,577.3428,833.148,940.698,486.8496","-13.4682,185.0034,295.98,-133.8942,161.838,-94.0704","BXO,HKX,HKX,DAI,DAI,AXX","BETAAGAMMA-DELTA,ALPHAGAMMA-DELTA,ALPHAGAMMA-DELTA,BETA-GAMMA-DELTA,BETA,ALPHAGAMMA-DELTA","4,1,2,19,6,2"
2003-04-07,"10324,10331,10330,10326,10325",5,"902.784,358.0602,-588.0174,656.04,707.118","-170.4414,-20.77098,198.027,-108.9828,281.5566","DAI,DSO,DKO,HSX,CKO","BETA-GAMMA-DELTA,BETAAGAMMA-DELTA,BETAAGAMMA-DELTA,ALPHAGAMMA-DELTA,BETA-GAMMA-DELTA","10,4,3,1,7"
2003-04-08,"10325,10332,10331,10330,10326,10324",6,"826.566,-799.836,534.1008,-388.5894,793.758,930.924","292.2408,235.7946,-31.80954,210.0918,-110.7276,-205.782","CHO,HSX,CAO,CKO,HSX,HSX","BETAAGAMMA-DELTA,ALPHAGAMMA-DELTA,BETAAGAMMA-DELTA,BETAAGAMMA-DELTA,ALPHAGAMMA-DELTA,ALPHAGAMMA-DELTA","3,1,6,5,1,1"
2003-04-09,"10325,10330,10332,10331",4,"906.822,-165.909,-667.26,707.448","252.9138,216.3144,253.071,-65.568","DSO,CKO,BXO,HSX","ALPHAGAMMA-DELTA,BETA-GAMMA-DELTA,ALPHAGAMMA-DELTA,ALPHAGAMMA-DELTA","2,7,2,1"
